sno,title,nco_2015,nco_2004,division,sub_division,group,family
183,"Physicists and Astronomers, Other",2111.9900,2111.90,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Physicists and Astronomers
184,"Physicist, General",2111.0100,2111.10,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Physicists and Astronomers
185,"Physicist, Mechanics",2111.0200,2111.15,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Physicists and Astronomers
186,"Physicist, Heat",2111.0300,2111.20,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Physicists and Astronomers
187,"Physicist, Light",2111.0400,2111.25,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Physicists and Astronomers
188,"Physicist, Sound",2111.0500,2111.30,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Physicists and Astronomers
189,"Physicist, Electricity and Magnetism",2111.0600,2111.35,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Physicists and Astronomers
190,"Physicist, Electronics",2111.0700,2111.40,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Physicists and Astronomers
191,"Physicist, Nuclear",2111.0800,2111.50,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Physicists and Astronomers
192,Astronomer,2111.0900,2111.60,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Physicists and Astronomers
193,Meteorologist,2112.0100,2112.10,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Meteorologists
194,"Meteorologists, Other",2112.9900,2112.90,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Meteorologists
195,"Chemist, Forensic Science",2113.0800,2113.80,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Chemists
196,Quality Assurance Chemist,2113.0901,,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Chemists
197,"Chemists, Other",2113.9900,2113.90,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Chemists
198,"Chemist, General",2113.0100,2113.10,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Chemists
199,"Chemist, Organic",2113.0200,2113.20,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Chemists
200,"Chemist, Inorganic",2113.0300,2113.30,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Chemists
201,"Chemist, Physical",2113.0400,2113.40,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Chemists
202,"Chemist, Analytical",2113.0500,2113.50,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Chemists
203,"Chemist, Industrial",2113.0600,2113.60,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Chemists
204,Quality Control Chemist,2113.0601,,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Chemists
205,Lab Chemist – Finished Product Testing,2113.0621,,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Chemists
206,Lab Chemist – Incoming Raw Material Testing,2113.0622,,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Chemists
207,Lab Chemist – Compound Testing – Batch Release,2113.0623,,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Chemists
208,Lab Chemist – Cured Compound Testing,2113.0624,,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Chemists
209,Geologist,2114.0100,2114.10,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Geologists and Geophysicists
210,Petrologists,2114.0200,2114.20,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Geologists and Geophysicists
211,Palaeontologist,2114.0300,2114.30,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Geologists and Geophysicists
212,Geophysicist,2114.0400,2114.40,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Geologists and Geophysicists
213,Hydrologist,2114.0500,2114.50,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Geologists and Geophysicists
214,Mineralogist,2114.0600,2114.60,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Geologists and Geophysicists
215,Seismologist,2114.0700,2114.70,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Geologists and Geophysicists
216,Oceanographer,2114.0800,2114.80,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Geologists and Geophysicists
217,"Geologist, Petroleum",2114.1500,2114.15,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Geologists and Geophysicists
218,"Hydrographer, Waterworks",2114.5500,2114.55,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Geologists and Geophysicists
219,"Geologists and Geophysicists, Other",2114.9900,2114.90,Professionals,Science and Engineering Professionals,Physical and Earth Science Professionals,Geologists and Geophysicists
220,Statistician,2120.0300,2122.10,Professionals,Science and Engineering Professionals,"Mathematicians, Actuaries and Statisticians","Mathematicians, Actuaries and Statisticians"
221,"Statistician, Applied",2120.0400,2122.20,Professionals,Science and Engineering Professionals,"Mathematicians, Actuaries and Statisticians","Mathematicians, Actuaries and Statisticians"
222,Operation Research Analyst,2120.0500,2122.30,Professionals,Science and Engineering Professionals,"Mathematicians, Actuaries and Statisticians","Mathematicians, Actuaries and Statisticians"
223,Associate – Analytics,2120.0501,,Professionals,Science and Engineering Professionals,"Mathematicians, Actuaries and Statisticians","Mathematicians, Actuaries and Statisticians"
224,"Mathematicians, Actuaries and Statisticians, Other",2120.9900,2122.90,Professionals,Science and Engineering Professionals,"Mathematicians, Actuaries and Statisticians","Mathematicians, Actuaries and Statisticians"
225,Mathematician,2120.0100,2121.10,Professionals,Science and Engineering Professionals,"Mathematicians, Actuaries and Statisticians","Mathematicians, Actuaries and Statisticians"
226,Actuary,2120.0200,2121.20,Professionals,Science and Engineering Professionals,"Mathematicians, Actuaries and Statisticians","Mathematicians, Actuaries and Statisticians"
227,Bacteriologist,2131.1200,2211.85,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
228,"Chemist, Biological",2131.1300,2212.10,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
229,"Chemist, Food",2131.1400,2212.20,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
230,Plant Pathologist,2131.1500,2212.70,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
231,Plant Physiologist,2131.1800,2212.80,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
232,"Biologist, General",2131.0100,2211.10,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
233,"Biologists, Botanists, Zoologists and Related Professionals, Other",2131.9900,2211.90,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
234,Marine Biologist,2131.0200,2211.15,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
235,Cytologist,2131.0300,2211.20,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
236,"Botanist, General",2131.0400,2211.35,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
237,Economic Botanist,2131.0500,2211.37,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
238,Plant Breeder,2131.0600,2211.40,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
239,Mycologist,2131.0700,2211.50,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
240,Algologist,2131.0800,2211.55,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
241,"Zoologist, General",2131.0900,2211.60,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
242,Entomologist,2131.1000,2211.65,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
243,Parasitologist,2131.1100,2211.70,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Biologists, Botanists, Zoologists and Related Professionals"
244,"Agronomists and Related Professionals, Other",2132.9900,2213.90,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Farming, Forestry and Fisheries Advisors"
245,Agronomist,2132.0100,2213.10,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Farming, Forestry and Fisheries Advisors"
246,Horticulturist,2132.0200,2213.20,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Farming, Forestry and Fisheries Advisors"
247,Soil Scientist,2132.0300,2213.30,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Farming, Forestry and Fisheries Advisors"
248,Soil Conservationist,2132.0400,2213.40,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Farming, Forestry and Fisheries Advisors"
249,Silviculturist,2132.0500,2213.50,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Farming, Forestry and Fisheries Advisors"
250,Wood Anatomist,2132.0600,2213.60,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Farming, Forestry and Fisheries Advisors"
251,Dairy Scientist,2132.0700,2213.70,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Farming, Forestry and Fisheries Advisors"
252,Poultry Scientist,2132.0800,2213.80,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Farming, Forestry and Fisheries Advisors"
253,Pisciculturist,2132.0900,2211.80,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Farming, Forestry and Fisheries Advisors"
254,"Farm Overseer, Crop Production",2132.1000,3213.10,Professionals,Science and Engineering Professionals,Life Sciences Professionals,"Farming, Forestry and Fisheries Advisors"
255,Ecologist,2133.0100,2211.25,Professionals,Science and Engineering Professionals,Life Sciences Professionals,Environmental Protection Professionals
256,Environment Scientist (Including Health),2133.0200,2211.27,Professionals,Science and Engineering Professionals,Life Sciences Professionals,Environmental Protection Professionals
257,Taxonomist,2133.0300,2211.30,Professionals,Science and Engineering Professionals,Life Sciences Professionals,Environmental Protection Professionals
258,Paleobotanist,2133.0400,2211.45,Professionals,Science and Engineering Professionals,Life Sciences Professionals,Environmental Protection Professionals
259,Nuclear Engineer,2141.1100,2149.23,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
260,Jute Technologist,2141.1200,2149.25,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
261,Fibre Technologist,2141.1300,2149.30,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
262,Spinning Master,2141.1400,2149.35,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
263,Weaving Master,2141.1500,2149.40,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
264,"Works Inspector, Engineering/Inspection Engineer",2141.0100,2149.10,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
265,Dyeing and Bleaching Master (Textiles),2141.1600,2149.45,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
266,Instrument Engineer/Instrumentation Engineer,2141.0200,2149.15,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
267,Printing Master (Textile),2141.1700,2149.50,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
268,Industrial Engineer,2141.0300,2149.76,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
269,Sugar Technologist,2141.1800,2149.55,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
270,Industrial Engineer Executive,2141.0301,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
271,Dairy Technologist,2141.1900,2149.57,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
272,Packaging Engineer,2141.0400,2149.77,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
273,Wood Technologist,2141.2000,2149.60,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
274,Planning Engineer,2141.0500,2149.78,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
275,Leather Technologist,2141.2100,2149.65,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
276,Production Planning & Control Engineer,2141.0501,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
277,Glass Technologist,2141.2200,2149.70,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
278,Methods Engineer,2141.0600,2149.80,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
279,Ceramic Technologist,2141.2300,2149.72,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
280,Engineering Estimator/Estimation Engineer,2141.0800,2149.84,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
281,Printing Technologist,2141.2400,2149.74,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
282,Agricultural Engineer,2141.0900,2149.18,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
283,Safety Engineer,2141.2500,2149.85,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
284,Textile Technologist,2141.1000,2149.20,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
285,Occupational Health and Safety Specialist,2141.2600,2149.86,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Industrial and Production Engineers
286,"Civil Engineer, General",2142.0100,2142.10,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
287,"Civil Engineer, Building",2142.0200,2142.20,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
288,"Civil Engineer, Structural",2142.0300,2142.30,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
289,Plumbing Site Engineer,2142.0301,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
290,"Civil Engineer, Irrigation",2142.0400,2142.40,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
291,Hydraulic Engineer,2142.0500,2142.45,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
292,Fire Protection Systems Design Engineer,2142.0501,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
293,"Civil Engineer, Highways and Roads",2142.0600,2142.50,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
294,"Civil Engineer, Railways",2142.0700,2142.60,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
295,Airport Engineer,2142.0800,2142.65,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
296,"Civil Engineer, Public Health",2142.0900,2142.70,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
297,Public Health System Design Engineer,2142.0901,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
298,"Engineer, Waterworks",2142.1000,2142.72,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
299,Groundwater Engineer,2142.1001,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
300,Wastewater Systems Design,2142.1002,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
301,"Civil Engineers, Other",2142.9900,2142.90,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Civil Engineers
302,Solar Energy System Designer,2143.0100,2149.05,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Environmental Engineers
303,Bio-Medical Engineer,2143.0200,2149.17,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Environmental Engineers
304,Radiation Protection Engineer,2143.0300,2149.22,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Environmental Engineers
305,"Waste Management Engineer, Radioactive Material",2143.0400,2149.87,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Environmental Engineers
306,Pollution Control Engineer,2143.0500,2149.88,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Environmental Engineers
307,"Mechanical Engineer, Production",2144.0401,2145.25,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
308,"Mechanical Engineer, Air-Conditioning",2144.1200,2145.60,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
309,Product Conceptualization Engineer,2144.0402,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
310,Layout Engineer,2144.1301,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
311,Production Engineer,2144.0403,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
312,Industrial Engineer (Workstation Design),2144.1302,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
313,"Mechanical Engineer, Structural",2144.0500,2145.30,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
314,Service Engineer – Installation,2144.1401,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
315,"Mechanical Engineer, Maintenance",2144.0600,2145.35,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
316,Service Engineer – Installation and Commissioning,2144.1402,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
317,"Mechanical Engineer, General",2144.0100,2145.10,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
318,Service Engineer – Breakdown Service,2144.0601,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
319,"Mechanical Engineers, Other",2144.9900,2145.90,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
320,Process Design Engineer,2144.0101,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
321,"Mechanical Engineer, Automobile",2144.0700,2145.40,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
322,Process Try-Out Engineer,2144.0102,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
323,Prototyping Engineer,2144.0701,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
324,Process Try-Out Technician,2144.0103,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
325,Automobile Designer,2144.0800,2145.42,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
326,Process Validation Executive,2144.0104,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
327,Product Design Manager,2144.0801,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
328,"Manager, Process Engineering",2144.0105,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
329,Modeller,2144.0802,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
330,Manager – Product Lifecycle Management,2144.0106,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
331,Product Design Engineer,2144.0803,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
332,"Designer, Machine",2144.0200,2145.15,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
333,Prototyping Manager,2144.0804,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
334,Designer - Mechanical,2144.0201,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
335,"Mechanical Engineer, Aeronautical",2144.0900,2145.45,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
336,Tool Engineer,2144.0300,2145.20,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
337,"Mechanical Engineer, Marine",2144.1000,2145.50,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
338,Equipment Designer,2144.0301,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
339,"Architect, Naval",2144.1100,2145.55,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Mechanical Engineers
340,"Technologist, Paper",2145.1100,2146.68,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
341,"Technologist, Alcohol",2145.1200,2146.70,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
342,"Technologist, Rubber",2145.1300,2146.80,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
343,"Technologist, Plastics",2145.1400,2146.85,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
344,"Chemical Engineers and Technologists, Other",2145.9900,2146.90,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
345,"Chemical Engineer, General",2145.0100,2146.10,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
346,"Designer, Chemical Engineering",2145.0200,2146.20,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
347,"Chemical Engineer, Paints and Varnish",2145.0300,2146.30,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
348,"Chemical Engineer, Drugs and Acids",2145.0400,2146.35,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
349,"Chemical Engineer, Petroleum",2145.0500,2146.40,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
350,"Chemical Engineer, Fertilizers",2145.0600,2146.45,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
351,"Chemical Engineer, Food",2145.0700,2146.50,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
352,"Technologist, Food/Chemical Engineer",2145.0800,2146.55,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
353,"Technologist, Fuel",2145.0900,2146.60,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
354,Oil Technologist,2145.1000,2146.62,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Chemical Engineers
355,"Metallurgist, Extractive",2146.0500,2147.40,Professionals,Science and Engineering Associate Professionals,Engineering Professionals (Excluding Electro technology),"Mining Engineers, Metallurgists and Related Professionals"
356,"Mining Engineer, General",2146.0100,2147.10,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),"Mining Engineers, Metallurgists and Related Professionals"
357,"Mining Engineer, Non-Metals",2146.0200,2147.20,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),"Mining Engineers, Metallurgists and Related Professionals"
358,"Mining Engineer, Metal",2146.0300,2147.25,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),"Mining Engineers, Metallurgists and Related Professionals"
359,"Mining Engineer, Petroleum and Gas",2146.0400,2147.30,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),"Mining Engineers, Metallurgists and Related Professionals"
360,Manager Heat Treatment/Metallurgist,2146.0501,,Professionals,Science and Engineering Associate Professionals,Engineering Professionals (Excluding Electro technology),"Mining Engineers, Metallurgists and Related Professionals"
361,"Metallurgists, Adaptive",2146.0600,2147.50,Professionals,Science and Engineering Associate Professionals,Engineering Professionals (Excluding Electro technology),"Mining Engineers, Metallurgists and Related Professionals"
362,"Mining Engineers, Metallurgists and Related Professionals, Other",2146.9900,2147.90,Professionals,Science and Engineering Associate Professionals,Engineering Professionals (Excluding Electro technology),"Mining Engineers, Metallurgists and Related Professionals"
363,"Engineers and Related Technologists, Other",2149.0100,2149.90,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electro technology),Engineering Professionals Not Elsewhere Classified
364,LED Light Design Engineer,2151.0403,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electrical Engineers
365,LED Light Design Validation Engineer,2151.0404,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electrical Engineers
366,System Analyst (PCB Design),2151.0601,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electrical Engineers
367,Systems Designer (PCB Design),2151.0602,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electrical Engineers
368,Design-For-Manufacture Engineer,2151.0701,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electrical Engineers
369,"Electrical Engineers, Other",2151.9900,2143.90,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electrical Engineers
370,"Electrical Engineer, General",2151.0100,2149.90,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electrical Engineers
371,"Designer, Electrical Engineering",2151.0200,2143.20,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electrical Engineers
372,Design Engineer,2151.0201,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electrical Engineers
373,Electrical Design Developer,2151.0202,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electrical Engineers
374,"Electrical Engineer, Generation and Supply",2151.0300,2143.30,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electrical Engineers
375,Illumination Engineer,2151.0400,2143.40,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electrical Engineers
376,Electronic Engineer,2152.0200,2144.60,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electronics Engineers
377,Stress Analyst/Computer-Aided Test Executive,2152.0301,2144.65,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electronics Engineers
378,Electro-Optical Engineer,2152.0400,2144.70,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electronics Engineers
379,Design Engineer,2152.0501,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electronics Engineers
380,Design-For-Test Engineer,2152.0502,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electronics Engineers
381,Quality Engineer,2152.0601,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electronics Engineers
382,Electronic Hardware Design Engineer,2152.0801,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electronics Engineers
383,Verification Engineer,2152.0901,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electronics Engineers
