sno , title                                                                       , nco_2015 , nco_2004, division                                     , sub_division                                                    , group                                             , family
3143, "Boiler, Fireman"                                                           , 8182.0300,  8162.30, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Steam Engine and Boiler Operators
3144, Boiler House Operatives                                                     , 8182.0400,  8162.40, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Steam Engine and Boiler Operators
3145, "Serang, Engine Room/Engine Bosun"                                          , 8182.0500,  8162.50, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Steam Engine and Boiler Operators
3146, "Tindal, Engine Room"                                                       , 8182.0600,  8162.60, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Steam Engine and Boiler Operators
3147, "Fireman, Locomotive"                                                       , 8182.0800,  8162.75, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Steam Engine and Boiler Operators
3148, "Ships’ Engine Room Ratings, Other"                                         , 8182.9900,  8162.90, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Steam Engine and Boiler Operators
3149, "Building Insulator, Machine"                                               , 8183.0100,  8290.30, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , "Packing, Bottling and Labelling Machine Operators"
3150, Pantograph Machine Operator                                                 , 8189.0701,  7313.72, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Gem and Jewellery Machine Operators
3151, "Saw Grinder, Machine"                                                      , 8190.0100,  8290.40, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Gem and Jewellery Machine Operators
3152, "Gem Grinder, Machine"                                                      , 8189.0100,  8290.50, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Gem and Jewellery Machine Operators
3153, "Gem Polisher, Machine"                                                     , 8189.0200,  8290.60, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Gem and Jewellery Machine Operators
3154, CAM Machine Operator                                                        , 8189.0301,         , "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Gem and Jewellery Machine Operators
3155, Laser Sawing Machine Operator                                               , 8189.0401,         , "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Gem and Jewellery Machine Operators
3156, Blade Sawyer                                                                , 8189.0405,         , "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Gem and Jewellery Machine Operators
3157, Casting Machine Operator                                                    , 8189.0501,         , "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Gem and Jewellery Machine Operators
3158, Symmetry Analyser Machine Operator                                          , 8189.0601,         , "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Gem and Jewellery Machine Operators
3159, Fitter-Mechanical Assembly                                                  , 8211.1202,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3160, "Assembler, Motor Cycle"                                                    , 8211.1300,  8281.70, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3161, "Assembler, Workshop Machine and Equipment"                                 , 8211.0100,  8281.10, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3162, "Assembler, Frame, Aircraft"                                                , 8211.1400,  8281.75, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3163, Mechanical Sub-Assembly Technician                                          , 8211.0101,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3164, Assembler Printing Machinery                                                , 8211.0200,  8281.15, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3165, "Assembler, Textile Machinery"                                              , 8211.0300,  8281.20, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3166, "Assembler, Refrigerator and AirConditioning Unit"                          , 8211.0400,  8281.25, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3167, "Assembler, Stationary Petrol Engine"                                       , 8211.0500,  8281.30, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3168, "Assembler, Stationary Diesel Engine"                                       , 8211.0600,  8281.35, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3169, "Assembler, Tractor"                                                        , 8211.0700,  8281.40, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3170, "Assembler, Turbine and Steam Engine"                                       , 8211.0800,  8281.45, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3171, Assembler Loco Engines                                                      , 8211.0900,  8281.50, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3172, "Erector, Machine and Equipment"                                            , 8211.1000,  8281.55, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3173, "Assembler, Continuity"                                                     , 8211.1100,  8281.60, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3174, "Assembler, Automobile"                                                     , 8211.1200,  8281.65, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3175, Vehicle Assembly Fitter                                                     , 8211.1201,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Mechanical Machinery Assemblers
3176, "Operator, Rack Wiring (Telephone & Telegraph Equipment Manufacturing)"     , 8212.1200,  8283.60, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3177, "Coating, Curing and Marking Operator"                                      , 8212.1804,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3178, Module Assembly Technician                                                  , 8212.2302,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3179, RAC Assembly Operator                                                       , 8212.1301,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3180, Masking Machine Operator                                                    , 8212.1805,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3181, Electrical Technician                                                       , 8212.2401,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3182, Assembly Operator – TV                                                      , 8212.1401,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3183, Pressing Machine Operator                                                   , 8212.1806,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3184, Inner Layer and Pressing Operator                                           , 8212.2501,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3185, Battery Assembler                                                           , 8212.0100,  8282.10, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3186, Mechanical Assembly Operator                                                , 8212.1501,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3187, Manual Soldering Technician                                                 , 8212.1807,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3188, Drilling Operator                                                           , 8212.2502,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3189, Assembler Dry Cell (Battery Manufacturing)                                  , 8212.0200,  8282.20, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3190, Manual Insertion Operation                                                  , 8212.1601,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3191, Wave Soldering Machine Operator                                             , 8212.1808,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3192, Routing Operator                                                            , 8212.2503,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3193, Battery Repairer                                                            , 8212.0300,  8282.30, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3194, Through Hole Assembly Operator                                              , 8212.1602,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3195, Welding Operator                                                            , 8212.1901,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3196, Solder Masking & Legend Printing Operator                                   , 8212.2504,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3197, "Assembler, Electrical Accessories"                                         , 8212.0400,  8282.40, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3198, Pick and Place Assembly Operator                                            , 8212.1603,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3199, Silicone Painting Operator                                                  , 8212.1902,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3200, Electronic Sub-Assembly Technician                                          , 8212.2601,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3201, Electrical Assembly Operator                                                , 8212.0402,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3202, Reflow Oven Soldering Operator                                              , 8212.1604,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3203, Sorting Operator                                                            , 8212.1903,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3204, PCB Assembly Operator                                                       , 8212.2701,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3205, Electric Motor Winder                                                       , 8212.0500,  8282.50, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3206, Stencil Printing Operator                                                   , 8212.1605,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3207, Capping Machine Operator                                                    , 8212.1904,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3208, "Electrical and Electronic Equipment Assemblers, Other"                     , 8212.9900,  8283.90, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3209, "Calibrator, Electrical"                                                    , 8212.0600,  8282.60, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3210, Component Preparation Operator                                              , 8212.1606,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3211, Energy Meter Assembly Operator                                              , 8212.2001,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3212, Assembler Precision Instrument                                              , 8212.0700,  8283.10, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3213, Box-Building Assembly Technician                                            , 8212.1607,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3214, PLC Assembly Operator                                                       , 8212.2002,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3215, Assembly Operator (Telephone Equipment Manufacturing)                       , 8212.0800,  8283.20, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3216, Wire Bonding Operator                                                       , 8212.1701,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3217, UPS Assembly Operator                                                       , 8212.2003,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3218, Assembly Operator (Radio Manufacturing)                                     , 8212.0900,  8283.30, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3219, Die Bonding Operator                                                        , 8212.1702,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3220, Final Assembly Operator-Magnetics                                           , 8212.2101,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3221, "Form Layer, Cable (Telephone Equipment Manufacturing)"                     , 8212.1000,  8283.40, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3222, Assembly Operator Capacitor                                                 , 8212.1801,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3223, Assembly Operator – PMD and X-Ray                                           , 8212.2201,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3224, "Form Layer, Cable (Telephone Equipment Manufacturing)"                     , 8212.1000,  8283.40, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3225, Winding Operator                                                            , 8212.1802,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3226, Box Assembly Operator                                                       , 8212.2202,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3227, "Cable Maker, Rack Wiring (Telephone & Telegraph Equipment Manufacturing)"  , 8212.1100,  8283.50, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3228, Vacuum Plant Operator                                                       , 8212.1803,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3229, Module Soldering Operator                                                   , 8212.2301,         , "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Electrical and Electronic Equipment Assemblers
3230, "Assembler, Bicycle"                                                        , 8219.0100,  8284.10, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Assemblers Not Elsewhere Classified
3231, "Assembler, Sewing Machine"                                                 , 8219.0200,  8284.20, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Assemblers Not Elsewhere Classified
3232, Assembler (Plastic Product)                                                 , 8219.0300,  8284.30, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Assemblers Not Elsewhere Classified
3233, "Assembler, Metal Furniture"                                                , 8219.0400,  8284.40, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Assemblers Not Elsewhere Classified
3234, "Paper Board, Textile and Related Products Assemblers, Other"               , 8219.9900,  8286.90, "Plant and Machine Operators, and Assemblers", Assemblers                                                      , Assemblers                                        , Assemblers Not Elsewhere Classified
3235, "Driver, Railway Engine (Diesel)"                                           , 8311.0300,  8311.30, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Locomotive Engine Drivers and Related Workers     , Locomotive Engine Drivers
3236, "Driver, Railway Engine (Electrical)"                                       , 8311.0400,  8311.40, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Locomotive Engine Drivers and Related Workers     , Locomotive Engine Drivers
3237, "Driver, Shunting (Loco)"                                                   , 8311.0500,  8311.50, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Locomotive Engine Drivers and Related Workers     , Locomotive Engine Drivers
3238, Locomotive Driver                                                           , 8311.0601,         , "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Locomotive Engine Drivers and Related Workers     , Locomotive Engine Drivers
3239, "Loco Driver, Mines"                                                        , 8311.0100,  8311.10, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Locomotive Engine Drivers and Related Workers     , Locomotive Engine Drivers
3240, "Driver, Railway Engine (Steam)"                                            , 8311.0200,  8311.20, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Locomotive Engine Drivers and Related Workers     , Locomotive Engine Drivers
3241, "Signalman, Railway"                                                        , 8312.0100,  8312.10, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Locomotive Engine Drivers and Related Workers     , "Railway Braker, Signal and Switch Operators"
3242, Shunting Worker                                                             , 8312.0200,  8312.20, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Locomotive Engine Drivers and Related Workers     , "Railway Braker, Signal and Switch Operators"
3243, "Points Man, Railway"                                                       , 8312.0300,  8312.30, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Locomotive Engine Drivers and Related Workers     , "Railway Braker, Signal and Switch Operators"
3244, "Traffic Shunter, Railway"                                                  , 8312.0400,  8312.40, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Locomotive Engine Drivers and Related Workers     , "Railway Braker, Signal and Switch Operators"
3245, "Braker, Passenger Train"                                                   , 8312.0500,  8312.50, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Locomotive Engine Drivers and Related Workers     , "Railway Braker, Signal and Switch Operators"
3246, "Pointsmen, Signalmen and Shunters, Railways, Other"                        , 8312.9900,  8312.90, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Locomotive Engine Drivers and Related Workers     , "Railway Braker, Signal and Switch Operators"
3247, Driver Auto Rickshaw                                                        , 8321.0101,  8321.10, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , "Car, Van and Motorcycle Drivers"                 , Motorcycle Drivers
3248, Despatch Rider                                                              , 8321.0200,  8321.20, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , "Car, Van and Motorcycle Drivers"                 , Motorcycle Drivers
3249, Delivery Associate/Two Wheeler Delivery Associate                           , 8321.0201,         , "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , "Car, Van and Motorcycle Drivers"                 , Motorcycle Drivers
3250, "Motorcycle Drivers, Other"                                                 , 8321.9900,  8321.90, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , "Car, Van and Motorcycle Drivers"                 , Motorcycle Drivers
3251, "Chauffer, Cab Driver"                                                      , 8322.0102,         , "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Finance Professionals                             , "Car, Taxi and Van Drivers"
3252, "Driver, Taxi"                                                              , 8322.0201,  8322.20, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Finance Professionals                             , "Car, Taxi and Van Drivers"
3253, "Driver, Ambulance"                                                         , 8322.0301,  8322.30, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Finance Professionals                             , "Car, Taxi and Van Drivers"
3254, Light Motor Vehicle Driver                                                  , 8322.0501,         , "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Finance Professionals                             , "Car, Taxi and Van Drivers"
3255, "Car, Taxi and Van Drivers, Other"                                          , 8322.9900,  8322.90, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Finance Professionals                             , "Car, Taxi and Van Drivers"
3256, "Driver, Car"                                                               , 8322.0100,  8322.10, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Finance Professionals                             , "Car, Taxi and Van Drivers"
3257, "Chauffer, Driver Personal"                                                 , 8322.0101,         , "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Finance Professionals                             , "Car, Taxi and Van Drivers"
3258, Tram Car Driver                                                             , 8331.0100,  8323.10, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Bus and Tram Drivers
3259, Trolley Driver                                                              , 8331.0200,  8323.20, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Bus and Tram Drivers
3260, "Driver, Bus"                                                               , 8331.0300,  8323.30, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Bus and Tram Drivers
3261, Commercial Vehicle Driver                                                   , 8331.0301,         , "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Bus and Tram Drivers
3262, Commercial Vehicle Driver – Assistant                                       , 8331.0302,         , "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Bus and Tram Drivers
3263, "Driver, Fire Brigade Vehicles"                                             , 8331.0400,  8323.40, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Bus and Tram Drivers
3264, Driver Road Test                                                            , 8331.0500,  8323.50, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Bus and Tram Drivers
3265, Test Driver                                                                 , 8331.0501,  8323.50, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Bus and Tram Drivers
3266, "Signalman, Tram"                                                           , 8331.0600,  8323.60, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Bus and Tram Drivers
3267, "Bus and Tram Drivers, Other"                                               , 8331.9900,  8323.90, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Bus and Tram Drivers
3268, Tram Car Driver (Mines)                                                     , 8332.0200,  8324.20, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Heavy Truck and Lorry Drivers
3269, "Heavy Truck and Lorry Drivers, Other"                                      , 8332.9900,  8324.90, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Heavy Truck and Lorry Drivers
3270, Driver Truck                                                                , 8332.0100,  8324.10, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Heavy Truck and Lorry Drivers
3271, "Tractor Operator, Farm"                                                    , 8341.0101,  8331.10, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Mobile Farm and Forestry Plant Operators
3272, "Operator, Farm Machines"                                                   , 8341.0200,  8331.20, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Mobile Farm and Forestry Plant Operators
3273, Harvesting Machine Operator                                                 , 8341.0201,         , "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Mobile Farm and Forestry Plant Operators
3274, "Tractor Driver, Construction"                                              , 8341.0300,  8331.30, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Mobile Farm and Forestry Plant Operators
3275, "Farm Machinery Operators, Other"                                           , 8341.9900,  8331.90, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Mobile Farm and Forestry Plant Operators
3276, Boom Driver                                                                 , 8342.1000,  8332.28, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Earth Moving and Related Plant Operators
3277, Pile Driver                                                                 , 8342.1100,  8332.30, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Earth Moving and Related Plant Operators
3278, Dumper Operator/Dumper/Tipper Operator                                      , 8342.1201,  8332.32, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Earth Moving and Related Plant Operators
3279, Dumper Operator                                                             , 8342.1202,         , "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Earth Moving and Related Plant Operators
3280, Scoop Truck Operator                                                        , 8342.1300,  8332.34, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Earth Moving and Related Plant Operators
3281, Tripler Machine Operator                                                    , 8342.1400,  8332.36, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Earth Moving and Related Plant Operators
3282, Conveyor Operator                                                           , 8342.1500,  8332.45, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Earth Moving and Related Plant Operators
3283, Bulldozer Operator                                                          , 8342.0101,  8332.10, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Earth Moving and Related Plant Operators
3284, Spreader Operator                                                           , 8342.1600,  8332.50, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Earth Moving and Related Plant Operators
3285, Scrapper Operator                                                           , 8342.0200,  8332.12, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Earth Moving and Related Plant Operators
3286, Road Roller Driver                                                          , 8342.1700,  8332.55, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Earth Moving and Related Plant Operators
3287, Scrapper Loader Operator/Loader Operator                                    , 8342.0301,  8332.14, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Earth Moving and Related Plant Operators
3288, Bitumen Mixing Machine Operator                                             , 8342.1800,  8332.60, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Earth Moving and Related Plant Operators
3289, Grader Operator                                                             , 8342.0400,  8332.16, "Plant and Machine Operators, and Assemblers", Drivers and Mobile Plant Operators                              , Heavy Truck and Bus Drivers                       , Earth Moving and Related Plant Operators
