sno,title,nco_2015,nco_2004,division,sub_division,group,family
707,Geographer,2632.1200,2442.85,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Sociologists, Anthropologists and Related Professionals"
708,"Sociologists, Anthropologists and Related Professionals, Other",2632.9900,2442.90,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Sociologists, Anthropologists and Related Professionals"
709,"Sociologist, General",2632.0100,2442.10,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Sociologists, Anthropologists and Related Professionals"
710,Social Ecologist,2632.0200,2442.20,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Sociologists, Anthropologists and Related Professionals"
711,Clinical Sociologist,2632.0300,2442.25,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Sociologists, Anthropologists and Related Professionals"
712,Demographer,2632.0400,2442.30,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Sociologists, Anthropologists and Related Professionals"
713,Criminologists,2632.0500,2442.40,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Sociologists, Anthropologists and Related Professionals"
714,Penologist,2632.0600,2442.50,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Sociologists, Anthropologists and Related Professionals"
715,"Anthropologist, General",2632.0700,2442.60,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Sociologists, Anthropologists and Related Professionals"
716,"Anthropologist, Physical",2632.0800,2442.70,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Sociologists, Anthropologists and Related Professionals"
717,Historian,2633.0100,2443.10,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Philosophers, Historians and Political Scientists"
718,Biographer,2633.0200,2443.20,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Philosophers, Historians and Political Scientists"
719,Epigraphist,2633.0300,2443.30,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Philosophers, Historians and Political Scientists"
720,Numismatist,2633.0400,2443.40,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Philosophers, Historians and Political Scientists"
721,Philatelist,2633.0500,2443.50,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Philosophers, Historians and Political Scientists"
722,Political Scientist,2633.0600,2443.60,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Philosophers, Historians and Political Scientists"
723,"Philosophers, Historians and Political Scientists, Other",2633.9900,2443.90,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,"Philosophers, Historians and Political Scientists"
724,"Psychologist, Social",2634.0500,2445.50,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Psychologists
725,Clinical Psychologist,2634.0600,2445.60,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Psychologists
726,Industrial – Organizational Psychologist,2634.0700,2445.70,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Psychologists
727,"Psychologist, Counselling",2634.0800,2445.80,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Psychologists
728,"Psychologists, Other",2634.9900,2445.90,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Psychologists
729,Psychologist,2634.0100,2445.10,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Psychologists
730,Psychometrist,2634.0200,2445.20,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Psychologists
731,"Psychologist, Engineering",2634.0300,2445.30,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Psychologists
732,"Psychologist, Educational",2634.0400,2445.40,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Psychologists
733,"Social Work Professionals, Other",2635.9900,2446.90,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Social Work and Counselling Professionals
734,Labour Welfare Officer,2635.0100,2446.10,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Social Work and Counselling Professionals
735,Women’s Welfare Officer,2635.0200,2446.20,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Social Work and Counselling Professionals
736,Probation Officer,2635.0300,2446.30,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Social Work and Counselling Professionals
737,Medical Social Worker,2635.0400,2446.40,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Social Work and Counselling Professionals
738,Child and Family Social Worker,2635.0500,2446.42,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Social Work and Counselling Professionals
739,Health Educator,2635.0600,2446.45,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Social Work and Counselling Professionals
740,Women’s Welfare Organizer,2635.0700,2446.50,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Social Work and Counselling Professionals
741,Child Welfare Organizer,2635.0800,2446.55,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Social Work and Counselling Professionals
742,Family Planning Organizer,2635.0900,2446.60,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Social Work and Counselling Professionals
743,Vocational Rehabilitation Counsellor,2635.1000,2446.80,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Social Work and Counselling Professionals
744,"Counsellor, Marriage and Family",2635.1100,2446.85,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Social Work and Counselling Professionals
745,Priest,2636.0100,2461.10,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Religious Professionals
746,Purohit,2636.0200,2462.10,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Religious Professionals
747,Ordained Religious and Non-Ordained Religious Workers,2636.9900,2462.90,Professionals,"Legal, Social and Cultural Professionals",Social and Religious Professionals,Religious Professionals
748,Technical Writer – Technical Documentation/ Writing,2641.0903,,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Authors and Related Writers
749,Author,2641.0100,2451.10,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Authors and Related Writers
750,Critic,2641.0200,2451.15,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Authors and Related Writers
751,"Authors, Journalists and Other Writers",2641.9900,2451.90,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Authors and Related Writers
752,Editor,2641.0300,2451.20,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Authors and Related Writers
753,Script Editor,2641.0302,,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Authors and Related Writers
754,Sub-Editor,2641.0400,2451.25,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Authors and Related Writers
755,Poet,2641.0500,2451.65,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Authors and Related Writers
756,Script Writer,2641.0601,2451.70,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Authors and Related Writers
757,Script Researcher,2641.0602,,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Authors and Related Writers
758,Associate – Editorial,2641.0701,,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Authors and Related Writers
759,Associate – Learning,2641.0801,,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Authors and Related Writers
760,Technical Writer – Product Documentation,2641.0901,,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Authors and Related Writers
761,Technical Writer – Application Development,2641.0902,,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Authors and Related Writers
762,News Reporter,2642.0100,2451.30,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Journalists
763,Columnist,2642.0200,2451.35,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Journalists
764,Freelance Journalist,2642.0300,2451.40,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Journalists
765,Commentary Writer,2642.0400,2451.45,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Journalists
766,Radio Commentator,2642.0500,2451.55,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Journalists
767,Commentator (Motion Picture),2642.0600,2451.60,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists",Journalists
768,Language Specialist,2643.0100,2444.10,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists","Translators, Interpreters and Other Linguists"
769,Translator,2643.0200,2444.20,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists","Translators, Interpreters and Other Linguists"
770,Interpreter,2643.0300,2444.30,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists","Translators, Interpreters and Other Linguists"
771,Language Translator – Software Products,2643.0401,,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists","Translators, Interpreters and Other Linguists"
772,Language Translator – IT Services,2643.0402,,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists","Translators, Interpreters and Other Linguists"
773,"Philologists, Translators and Interpreters, Other",2643.9900,2444.90,Professionals,"Legal, Social and Cultural Professionals","Authors, Journalists and Linguists","Translators, Interpreters and Other Linguists"
774,"Painter, Fine Art",2651.0400,2452.40,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Visual Artists
775,"Renovator, Paintings",2651.0500,2452.50,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Visual Artists
776,Cartoonist,2651.0600,2452.55,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Visual Artists
777,"Visual Artists, Other",2651.9900,2452.90,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Visual Artists
778,Sculptor,2651.0100,2452.10,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Visual Artists
779,Modeller (Except Stone),2651.0200,2452.20,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Visual Artists
780,Stone Modeller,2651.0300,2452.30,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Visual Artists
781,Music Composer,2652.0100,2453.10,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Musicians, Singers and Composers"
782,Orchestra Conductor,2652.0200,2453.20,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Musicians, Singers and Composers"
783,Singer,2652.0300,2453.30,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Musicians, Singers and Composers"
784,"Instrumental Musician, String Instrument",2652.0400,2453.40,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Musicians, Singers and Composers"
785,"Instrumental Musician, Percussion Instrument",2652.0500,2453.50,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Musicians, Singers and Composers"
786,"Instrumental Musician, Wind Instrument",2652.0500,2453.60,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Musicians, Singers and Composers"
787,"Musicians, Singers and Composers, Other",2652.9900,2453.90,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Musicians, Singers and Composers"
788,Choreographer,2653.0100,2454.10,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Dancers and Choreographers
789,Nattuvan,2653.0200,2454.20,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Dancers and Choreographers
790,Dancer,2653.0300,2454.30,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Dancers and Choreographers
791,"Choreographers and Dancers, Other",2653.9900,2454.90,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Dancers and Choreographers
792,"Director, Music",2455.20,2455.20,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Film, Stage and Related Directors and Producers"
793,Dance Director,2654.0300,2455.30,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Film, Stage and Related Directors and Producers"
794,Live Action Director,2654.0351,,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Film, Stage and Related Directors and Producers"
795,"Director, Research (Motion Picture, Radio & TV)",2654.0400,2455.40,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Film, Stage and Related Directors and Producers"
796,"Manager, Recreation and Entertainment",2654.0500,1229.10,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Film, Stage and Related Directors and Producers"
797,"Producer, Stage",2654.0600,1229.30,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Film, Stage and Related Directors and Producers"
798,"Producer, Film",2654.0700,1229.40,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Film, Stage and Related Directors and Producers"
799,Production Manager (Motion Picture),2654.0800,1229.50,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Film, Stage and Related Directors and Producers"
800,Lighting Artist,2654.0901,,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Film, Stage and Related Directors and Producers"
801,"Stage and Film Directors, Other",2654.9900,2455.90,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Film, Stage and Related Directors and Producers"
802,"Director, Theatrical",2654.0100,2455.10,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Film, Stage and Related Directors and Producers"
803,Actor and Actress,2655.0100,2455.50,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Actors
804,Extra,2655.0200,2455.60,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Actors
805,Voice Over Artist,2655.0301,,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Actors
806,Programme Announcer,2656.0100,3472.10,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Announcers on Radio, Television and Other Media"
807,Disc Jockey,2656.0200,3472.20,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Announcers on Radio, Television and Other Media"
808,"Radio, Television and Other Announcers, Other",2656.9900,3472.90,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,"Announcers on Radio, Television and Other Media"
809,Rope Dancer,2659.0100,3474.10,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Creative and Performing Artists Not Elsewhere Classified
810,Acrobat,2659.0200,3474.15,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Creative and Performing Artists Not Elsewhere Classified
811,Equestrian,2659.0300,3474.20,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Creative and Performing Artists Not Elsewhere Classified
812,Contortionist,2659.0400,3474.30,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Creative and Performing Artists Not Elsewhere Classified
813,"Circus Performers, Other",2659.0500,3474.35,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Creative and Performing Artists Not Elsewhere Classified
814,Ventriloquist,2659.0600,3474.40,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Creative and Performing Artists Not Elsewhere Classified
815,Buffoon; Clown,2659.0700,3474.42,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Creative and Performing Artists Not Elsewhere Classified
816,Mimic,2659.0800,3474.45,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Creative and Performing Artists Not Elsewhere Classified
817,Magician,2659.0900,3474.50,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Creative and Performing Artists Not Elsewhere Classified
818,Juggler,2659.1000,3474.55,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Creative and Performing Artists Not Elsewhere Classified
819,Snake Charmer,2659.1100,3474.70,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Creative and Performing Artists Not Elsewhere Classified
820,Puppeteer,2659.1200,3474.75,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Creative and Performing Artists Not Elsewhere Classified
821,"Trainer, Animal",2659.1300,3474.60,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Creative and Performing Artists Not Elsewhere Classified
822,Race Horse Trainer,2659.1400,3474.65,Professionals,"Legal, Social and Cultural Professionals",Creative and Performing Artists,Creative and Performing Artists Not Elsewhere Classified
823,"Laboratory Assistant, Chemical",3111.0300,3111.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical and Physical Science Technicians
824,Chemical Radiation Technician,3111.0400,3111.35,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical and Physical Science Technicians
825,"Laboratory Assistant, Geological",3111.0500,3111.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical and Physical Science Technicians
826,"Slide Examiner, Petrology",3111.0600,3111.50,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical and Physical Science Technicians
827,"Slide Examiner, Palaeontology",3111.0700,3111.60,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical and Physical Science Technicians
828,"Physical Science Technicians, Other",3111.9900,3111.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical and Physical Science Technicians
829,"Laboratory Assistant, Physical",3111.0100,3111.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical and Physical Science Technicians
830,"Laboratory Assistant, Soil",3111.0200,3111.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical and Physical Science Technicians
831,"Overseer, Civil Engineering",3112.0100,3112.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Civil Engineering Technicians
832,Permanent Way Inspector,3112.0200,3112.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Civil Engineering Technicians
833,Plain Tabler,3112.0300,3112.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Civil Engineering Technicians
834,Topographical Auxiliary,3112.0400,3112.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Civil Engineering Technicians
835,Computer Topographical,3112.0500,3112.50,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Civil Engineering Technicians
836,"Surveyor, Tidal",3112.0600,3112.60,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Civil Engineering Technicians
837,Assistant Laboratory and Field Technician,3112.0701,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Civil Engineering Technicians
838,"Civil Engineering Technicians, Other",3112.9900,3112.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Civil Engineering Technicians
839,Technician Furnace Transformers: Ferro Alloys,3113.0111,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
840,Electrical Technician (High Voltage),3113.0200,3113.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
841,Energy Auditor,3113.0300,3113.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
842,Machine Maintenance Technician,3113.0401,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
843,Maintenance Executive,3113.0501,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
844,Maintenance Technician,3113.0601,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
845,Customer Inspection Technician,3113.0701,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
846,In-Process and Final Quality Engineer,3113.0801,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
847,Final Testing Technician,3113.0802,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
848,Automated Optical Inspection Machine Operator,3113.0803,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
849,Cluster In-Charge,3113.0901,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
850,LED Luminaries Testing and Measurement,3113.1001,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
851,LED Light Repair Technician,3113.1002,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
852,"Electrical Technicians, Other",3113.9900,3113.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
853,"Electrical Engineering, Technician/Maintenance Technician Electrical",3113.0101,3113.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
854,Maintenance Technician Electrical,3113.0102,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electrical Engineering Technicians
855,BSS Support Engineer,3114.0601,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electronics Engineering Technicians
856,Field Maintenance Engineer,3114.0701,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electronics Engineering Technicians
857,ICT Engineer,3114.0801,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electronics Engineering Technicians
858,ICT Technician,3114.0802,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electronics Engineering Technicians
859,Broadband Technician,3114.0804,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electronics Engineering Technicians
860,Installation Engineer – L2 & L3,3114.0901,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electronics Engineering Technicians
861,Installation Engineer Installation Engineer – SDH & DWDM–,3114.0902,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electronics Engineering Technicians
862,Product Specialist Engineer,3114.1101,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electronics Engineering Technicians
863,Transmission Engineer,3114.1201,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electronics Engineering Technicians
864,Network Management Engineer,3114.1301,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electronics Engineering Technicians
865,"Electronics and Telecommunications Engineering Technicians, Other",3114.9900,3114.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electronics Engineering Technicians
866,Electronics Technician,3114.0100,3114.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electronics Engineering Technicians
867,Television Chassis Inspector/Television Technician,3114.0200,3152.60,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Electronics Engineering Technicians
868,Automotive Engineering Technician/Testing Manager,3115.0201,3115.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
869,Test Engineer Product/Vehicle,3115.0202,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
870,"Executive, Proto Manufacturing",3115.0301,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
871,Method Study Executive,3115.0401,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
872,Manager Maintenance Mechanical & Electrical,3115.0501,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
873,Master Auto Service Technician/Auto Service Technician,3115.0601,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
874,Auto Service Technical Manager/Auto Service Technician,3115.0602,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
875,Aeronautical Engineering Technician,3115.1000,3115.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
876,"Heating, Ventilation and Refrigeration Engineering Technician",3115.1100,3115.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
877,Die Designer,3115.1200,3115.50,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
878,Tool Designer,3115.1301,3115.50,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
879,Mechanical Engineering Technician/Supervisor R&D Testing,3115.0101,3115.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
880,Tool Room Supervisor,3115.1302,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
881,Maintenance Technician – Mechanical,3115.0102,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
882,Loco Foreman,3115.1400,3115.60,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
883,Maintenance Technician Assistant – Mechanical,3115.0103,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
884,"Yard Foreman, Railway",3115.1500,3115.65,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
885,Body Shop In-Charge,3115.0104,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
886,Train Examiner,3115.1600,3115.70,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
887,Workshop Manager,3115.0105,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
888,"Mechanical Engineering Technicians, Other",3115.9900,3115.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mechanical Engineering Technicians
889,"Laboratory Assistant, Glass and Ceramics",3116.0100,3116.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical Engineering Technicians
890,"Laboratory Assistant, Food & Beverages/ Chemist/ Analytical Supervisor/Lab Chemist",3116.0200,3116.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical Engineering Technicians
891,"Laboratory Assistant, Chemical Engineering General",3116.0300,3116.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical Engineering Technicians
892,"Core Analyst, Petrol and Natural Gas",3116.0400,3116.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical Engineering Technicians
893,"Laboratory Assistant, Petroleum and Lubricants",3116.0500,3116.50,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical Engineering Technicians
