sno,title,nco_2015,nco_2004,division,sub_division,group,family
1180,Refractionist,3256.0101,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Other Health Associate Professionals,Medical Assistants
1181,Vision Technician,3256.0202,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Other Health Associate Professionals,Medical Assistants
1182,"Medical Assistants, Other",3256.9900,3221.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Other Health Associate Professionals,Medical Assistants
1183,Sanitary Inspector,3257.0100,3222.10,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Environmental and Occupational Health Inspectors and Associates
1184,"Environment Science and Protection Technician, Including Health",3257.0300,3214.10,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Environmental and Occupational Health Inspectors and Associates
1185,Environmental Compliance Inspector,3257.0400,3214.20,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Environmental and Occupational Health Inspectors and Associates
1186,Environmental Engineering Technician,3257.0500,3214.30,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Environmental and Occupational Health Inspectors and Associates
1187,"Health, Safety and Environment Officer",3257.0600,,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Environmental and Occupational Health Inspectors and Associates
1188,"Environment Science and Protection Technicians, Other",3257.9900,3214.90,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Environmental and Occupational Health Inspectors and Associates
1189,"Jobber, Share Market",3311.0200,3411.20,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,Securities and Finance Dealers and Brokers
1190,Equity Dealer,3311.0201,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,Securities and Finance Dealers and Brokers
1191,Mutual Fund Agent,3311.0202,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,Securities and Finance Dealers and Brokers
1192,"Securities and Finance Dealers and Brokers, Other",3311.9900,3411.90,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,Securities and Finance Dealers and Brokers
1193,"Broker, Share Market",3311.0100,3411.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,Securities and Finance Dealers and Brokers
1194,Finance Agent,3312.0100,3411.50,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,Credit and Loan Officers
1195,Loan Approval Officer,3312.0101,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,Credit and Loan Officers
1196,"Credit and Loan Officers, Other",3312.9900,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,Credit and Loan Officers
1197,Economic Investigator,3314.0100,3433.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,"Statistical, Mathematical and Related Associate Professionals"
1198,Statistical Assistant,3314.0200,3433.20,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,"Statistical, Mathematical and Related Associate Professionals"
1199,"Statistical, Mathematical and Related Associate Professionals, Other",3314.9900,3433.90,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,"Statistical, Mathematical and Related Associate Professionals"
1200,Valuer,3315.0100,3417.40,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,Valuers and Loss Assessors
1201,"Claims Inspector, Railways",3315.0200,3417.50,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,Valuers and Loss Assessors
1202,"Appraiser, Customs",3315.0300,3417.60,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,Valuers and Loss Assessors
1203,Warranty In-Charge,3315.0501,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,Valuers and Loss Assessors
1204,"Valuers and Loss Assessors, Other",3315.9900,3417.90,Technicians and Associate Professionals,Business and Administration Associate Professionals,Financial and Mathematical Associate Professionals,Valuers and Loss Assessors
1205,Sales Officer (Auto Insurance),3321.0101,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Insurance Representatives
1206,Sales Consultant (Auto Finance),3321.0102,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Insurance Representatives
1207,"Insurance Adjuster, Examiner, Surveyor and Investigator",3321.0200,3412.20,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Insurance Representatives
1208,"Finance, Insurance and Registration Co-Ordinator",3321.0201,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Insurance Representatives
1209,"Insurance Representatives, Other",3321.9900,3412.90,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Insurance Representatives
1210,Insurance Agent,3321.0100,3412.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Insurance Representatives
1211,Regional Manager – Customer Care,3322.1102,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1212,Service Supervisor,3322.2501,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1213,Regional Sales Manager (Pre-Owned Vehicles),3322.1201,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1214,Service Advisor,3322.2502,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1215,Sales Lead (Pre-Owned Vehicles),3322.1202,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1216,Service Office Manager,3322.2503,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1217,Sales Consultant (Pre-Owned Vehicles),3322.1203,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1218,Service Office Executive,3322.2504,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1219,Sales Manager,3322.1301,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1220,Pre-Delivery Inspection In-Charge,3322.4001,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1221,"Sales Representative, Technical",3322.0101,3415.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1222,Sales Consultant (Institutional Sales),3322.1302,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1223,Pre-Delivery Inspection Supervisor,3322.4002,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1224,"Commercial Traveller, General",3322.0200,3415.30,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1225,Sales Consultant (Retail),3322.1303,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1226,Plumbing Products Sales Officer,3322.5001,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1227,"Canvasser, Sales",3322.0300,3415.40,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1228,Sales Consultant,3322.1304,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1229,Plumber Aftersales Service,3322.5002,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1230,"Sales Supervisor, Wholesale Trade",3322.0500,3415.60,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1231,Floor Manager,3322.1305,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1232,Export Executive,3322.6001,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1233,Key Accounts Sales Manager,3322.0601,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1234,Store Manager,3322.1306,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1235,Export Assistant,3322.6011,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1236,Regional Parts Manager,3322.0701,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1237,Other Sales Supervisor,3322.1400,3415.80,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1238,"Commercial Sales Representatives, Other",3322.9900,3415.90,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1239,Area Manager (Auto Components),3322.0801,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1240,Regional Sales Manager (RSM),3322.1501,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1241,"Sales Supervisor, Retail Trade",3322.0900,3415.70,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1242,Regional Dealer Development Manager/Network Expansion Manager,3322.1601,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1243,Territory Sales Manager,3322.1001,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1244,Marketing Manager – Line of Business,3322.1701,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1245,Sales Officer (Auto Components),3322.0802,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1246,Territory Sales Manager (Used Vehicles,3322.1002,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1247,Marketing and Social Media Manager,3322.1702,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1248,Customer Relationship Manager,3322.1101,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1249,Regional Retail Finance and Insurance Manage,3322.2101,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Commercial Sales Representatives
1250,Purchase Executive,3323.0401,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Buyers
1251,Purchase Executive – Solar,3323.0501,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Buyers
1252,Associate – Supply Chain Management,3323.0601,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Buyers
1253,Supply Chain Field Assistant,3323.0602,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Buyers
1254,"Buyers, Other",3323.9900,3416.90,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Buyers
1255,Buyer,3323.0100,3416.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Buyers
1256,Merchandiser – Gem & Jewellery,3323.0101,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Buyers
1257,Merchandiser – Apparel,3323.0102,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Buyers
1258,Purchasing Agent,3323.0200,3416.20,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Buyers
1259,Vendor Development Executive,3323.0301,,Technicians and Associate Professionals,Business and Administration Associate Professionals,Sales and Purchasing Agents and Brokers,Buyers
1260,Property Dealer,3334.0100,3413.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Business Service Agents,Real Estate Agents and Property Managers
1261,House Agent,3334.0200,3413.20,Technicians and Associate Professionals,Business and Administration Associate Professionals,Business Service Agents,Real Estate Agents and Property Managers
1262,"Estate Agents, Other",3334.9900,3413.90,Technicians and Associate Professionals,Business and Administration Associate Professionals,Business Service Agents,Real Estate Agents and Property Managers
1263,Brand Manager,3339.0200,2419.50,Technicians and Associate Professionals,Business and Administration Associate Professionals,Business Service Agents,Business Service Agents Not Elsewhere Classified
1264,Auctioneer,3339.0300,3417.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Business Service Agents,Business Service Agents Not Elsewhere Classified
1265,"Crier, Auction",3339.0400,3417.20,Technicians and Associate Professionals,Business and Administration Associate Professionals,Business Service Agents,Business Service Agents Not Elsewhere Classified
1266,"Conductor, Auction Sale",3339.0500,3417.30,Technicians and Associate Professionals,Business and Administration Associate Professionals,Business Service Agents,Business Service Agents Not Elsewhere Classified
1267,Delivery Management Cell Agent,3339.0601,3429.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Business Service Agents,Business Service Agents Not Elsewhere Classified
1268,"Supervisor, Wireless",3341.0600,4142.30,Technicians and Associate Professionals,Business and Administration Associate Professionals,Administrative and Specialized Secretaries,Office Supervisors
1269,Headlight Keeper,3341.0700,4142.35,Technicians and Associate Professionals,Business and Administration Associate Professionals,Administrative and Specialized Secretaries,Office Supervisors
1270,Section Officer,3341.0800,3431.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Administrative and Specialized Secretaries,Office Supervisors
1271,"Inspectors and Supervisors, Other (Clerical)",3341.0900,3431.20,Technicians and Associate Professionals,Business and Administration Associate Professionals,Administrative and Specialized Secretaries,Office Supervisors
1272,Office Assistant,3341.1000,3431.30,Technicians and Associate Professionals,Business and Administration Associate Professionals,Administrative and Specialized Secretaries,Office Supervisors
1273,Briefing Assistant,3341.1100,3431.40,Technicians and Associate Professionals,Business and Administration Associate Professionals,Administrative and Specialized Secretaries,Office Supervisors
1274,Sub-Post Master,3341.1200,3439.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Administrative and Specialized Secretaries,Office Supervisors
1275,"Office Supervisors, Other",3341.9900,3439.90,Technicians and Associate Professionals,Business and Administration Associate Professionals,Administrative and Specialized Secretaries,Office Supervisors
1276,"Overseer, Postmen",3341.0200,4142.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Administrative and Specialized Secretaries,Office Supervisors
1277,"Supervisor, Telephone",3341.0400,4142.20,Technicians and Associate Professionals,Business and Administration Associate Professionals,Administrative and Specialized Secretaries,Office Supervisors
1278,"Monitor, Telephone",3341.0400,4142.25,Technicians and Associate Professionals,Business and Administration Associate Professionals,Administrative and Specialized Secretaries,Office Supervisors
1279,"Inspector, Customs",3351.0100,3441.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Government Regulatory Associate Professionals,Customs and Border Inspectors
1280,"Supervisor, Customs",3351.0200,3441.20,Technicians and Associate Professionals,Business and Administration Associate Professionals,Government Regulatory Associate Professionals,Customs and Border Inspectors
1281,Searcher,3351.0300,3441.30,Technicians and Associate Professionals,Business and Administration Associate Professionals,Government Regulatory Associate Professionals,Customs and Border Inspectors
1282,"Customs and Border Inspectors, Other",3351.9900,3441.90,Technicians and Associate Professionals,Business and Administration Associate Professionals,Government Regulatory Associate Professionals,Customs and Border Inspectors
1283,"Inspector, Excise",3352.0100,3442.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Government Regulatory Associate Professionals,Government Tax and Excise Officials
1284,"Government Tax and Excise Officials, Other",3352.9900,3442.90,Technicians and Associate Professionals,Business and Administration Associate Professionals,Government Regulatory Associate Professionals,Government Tax and Excise Officials
1285,"Government Social Benefits Officials, Other",3353.9900,3443.90,Technicians and Associate Professionals,Business and Administration Associate Professionals,Government Regulatory Associate Professionals,Government Social Benefits Officials
1286,Village Level Worker,3353.0100,3443.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Government Regulatory Associate Professionals,Government Social Benefits Officials
1287,"Patroller, Women",3353.0200,3443.20,Technicians and Associate Professionals,Business and Administration Associate Professionals,Government Regulatory Associate Professionals,Government Social Benefits Officials
1288,"Inspector, Police",3355.0100,3450.10,Technicians and Associate Professionals,Business and Administration Associate Professionals,Government Regulatory Associate Professionals,Police Inspectors and Detectives
1289,"Sub-Inspector, Police",3355.0200,3450.20,Technicians and Associate Professionals,Business and Administration Associate Professionals,Government Regulatory Associate Professionals,Police Inspectors and Detectives
1290,Detective,3355.0300,3450.30,Technicians and Associate Professionals,Business and Administration Associate Professionals,Government Regulatory Associate Professionals,Police Inspectors and Detectives
1291,"Police Inspectors and Detectives, Other",3355.9900,3450.90,Technicians and Associate Professionals,Business and Administration Associate Professionals,Government Regulatory Associate Professionals,Police Inspectors and Detectives
1292,Legal Assistant,3411.0100,3432.10,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals","Legal, Social and Religious Associate Professionals",Legal and Related Associate Professionals
1293,Shirestedar,3411.0200,3432.20,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals","Legal, Social and Religious Associate Professionals",Legal and Related Associate Professionals
1294,Petition Writer,3411.0300,3432.30,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals","Legal, Social and Religious Associate Professionals",Legal and Related Associate Professionals
1295,"Legal and Related Associate Professionals, Other",3411.9900,3432.90,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals","Legal, Social and Religious Associate Professionals",Legal and Related Associate Professionals
1296,Blood Donor Unit Assistant,3412.0100,3460.10,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals","Legal, Social and Religious Associate Professionals",Social Work Associate Professionals
1297,Equal Opportunity Officer,3412.0200,3460.20,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals","Legal, Social and Religious Associate Professionals",Social Work Associate Professionals
1298,Social Work Associate Professionals,3412.9900,3460.90,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals","Legal, Social and Religious Associate Professionals",Social Work Associate Professionals
1299,"Professional Sportsman/Professional, Athlete",3421.0100,3475.20,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Sports and Fitness Workers,Athletes and Sports Players
1300,Jockey,3421.0200,3475.30,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Sports and Fitness Workers,Athletes and Sports Players
1301,Riding Instructor,3422.0300,3475.50,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Sports and Fitness Workers,"Sports Coaches, Instructors and Officials"
1302,Umpire,3422.0400,3475.60,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Sports and Fitness Workers,"Sports Coaches, Instructors and Officials"
1303,Marker/Groundsmen & Women,3422.0500,3475.70,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Sports and Fitness Workers,"Sports Coaches, Instructors and Officials"
1304,"Sports Coaches, Instructors and Officials, Other",3422.9900,3475.90,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Sports and Fitness Workers,"Sports Coaches, Instructors and Officials"
1305,Athletic Coach,3422.0100,3475.40,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Sports and Fitness Workers,"Sports Coaches, Instructors and Officials"
1306,Sports Coach,3422.0201,3475.45,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Sports and Fitness Workers,"Sports Coaches, Instructors and Officials"
1307,Fitness Trainer/Fitness Instructor,3423.0101,,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Sports and Fitness Workers,"Fitness and Recreation Instructors, and Programme Leaders"
1308,Physical Training Instructor/Physical Education Teacher,3423.0200,3475.15,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Sports and Fitness Workers,"Fitness and Recreation Instructors, and Programme Leaders"
1309,Lifeguard,3423.0501,,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Sports and Fitness Workers,"Fitness and Recreation Instructors, and Programme Leaders"
1310,Fitness and Recreation Instructors and Programme Leaders,3423.9900,,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Sports and Fitness Workers,"Fitness and Recreation Instructors, and Programme Leaders"
1311,"Photographer, General",3431.0100,3131.25,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Photographers
1312,Photographer News,3431.0200,3131.30,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Photographers
1313,"Photographer, Aerial",3431.0300,3131.35,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Photographers
1314,"Photographers, Other",3431.9900,3131.90,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Photographers
1315,Interior Designer,3432.0100,3471.50,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Interior Designers
1316,Decorator,3432.0200,3471.10,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Interior Designers
1317,Bathroom and Kitchen Designer,3432.0501,,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Interior Designers
1318,"Decorators and Commercial Designers, Other",3432.9900,3471.90,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Interior Designers
1319,Head Cook/Head Chef,3434.0100,5122.10,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Chefs
1320,Tattoo Artist,3435.0100,3471.30,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Other Artistic and Cultural Associate Professionals
1321,Stuntman,3435.0200,3474.25,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Other Artistic and Cultural Associate Professionals
1322,Prompter,3435.0300,3474.47,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Other Artistic and Cultural Associate Professionals
1323,Merry-Go-Round Operator,3435.0400,3474.80,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Other Artistic and Cultural Associate Professionals
1324,Floral Designer,3435.0500,3471.60,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Other Artistic and Cultural Associate Professionals
1325,"Other Artistic and Cultural Associate Professionals, Other",3435.9900,3474.90,Technicians and Associate Professionals,"Legal, Social, Cultural and Related Associate Professionals",Administrative Associate Professionals,Other Artistic and Cultural Associate Professionals
1326,Domestic Biometric Data Operator,3511.0101,,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Information and Communication Technology Operations Technicians
1327,Medical Transcriptionist,3512.0700,3121.40,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Information and Communication Technology User Support Technicians
1328,Associate – Medical Transcription,3512.0702,,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Information and Communication Technology User Support Technicians
1329,Engineer – Technical Support,3512.0801,,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Information and Communication Technology User Support Technicians
1330,"Information and Communication Technology User Support Technicians, Other",3512.9900,3121.90,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Information and Communication Technology User Support Technicians
1331,Data Recovery Planner/System Administrator,3512.0100,3121.35,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Information and Communication Technology User Support Technicians
1332,Domestic IT Helpdesk Attendant,3512.0101,,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Information and Communication Technology User Support Technicians
1333,Desktop Publishing Operator,3512.0200,3121.50,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Information and Communication Technology User Support Technicians
1334,Associate— Desktop Publishing (DTP),3512.0202,,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Information and Communication Technology User Support Technicians
1335,Programming Assistant/Junior Software Engineer,3514.0300,3121.20,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Information and Communication Technology User Support Technicians
1336,Disk Duplicator,3512.0401,,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Information and Communication Technology User Support Technicians
1337,IT Co-Ordinator in School,3512.0501,,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Information and Communication Technology User Support Technicians
1338,Associate – Clinical Data Management,3512.0601,,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Information and Communication Technology User Support Technicians
1339,System Administration Assistant/Junior System Administrator,3513.0100,3121.10,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Computer Network and Systems Technician
1340,Computer Security Specialist,3513.0200,3121.30,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Computer Network and Systems Technician
1341,Infrastructure Engineer,3513.0301,,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Computer Network and Systems Technician
1342,"Computer Network and Systems Technician, Other",3513.9900,,Technicians and Associate Professionals,Information and Communications Technicians,Information and Communication Technology Operations and User Support Technicians,Computer Network and Systems Technician
1343,"Radio Operator, Broadcasting Station",3521.0800,3132.30,Technicians and Associate Professionals,Information and Communications Technicians,Telecommunication and Broadcasting Technicians,Broadcasting and Audiovisual Technicians
1344,Cinematograph Operator,3521.0900,3132.40,Technicians and Associate Professionals,Information and Communications Technicians,Telecommunication and Broadcasting Technicians,Broadcasting and Audiovisual Technicians
1345,Public Address Equipment Operator,3521.1000,3132.50,Technicians and Associate Professionals,Information and Communications Technicians,Telecommunication and Broadcasting Technicians,Broadcasting and Audiovisual Technicians
1346,"Station Officer, Overseas Communication",3521.1100,3132.55,Technicians and Associate Professionals,Information and Communications Technicians,Telecommunication and Broadcasting Technicians,Broadcasting and Audiovisual Technicians
1347,"Station Technical Assistant, Overseas Communication",3521.1200,3132.60,Technicians and Associate Professionals,Information and Communications Technicians,Telecommunication and Broadcasting Technicians,Broadcasting and Audiovisual Technicians
1348,Wireless Operator,3521.1300,3132.65,Technicians and Associate Professionals,Information and Communications Technicians,Telecommunication and Broadcasting Technicians,Broadcasting and Audiovisual Technicians
